Date,Province,Confirmed,Recovered,Death,新增确诊,新增治愈,新增死亡,现有确诊,扩散曲线
18/2/20,浙江,1173,544,0,1,30,0,629,0.001519757
19/2/20,浙江,1175,609,0,2,65,0,566,0.00317965
20/2/20,浙江,1203,647,1,28,38,1,555,0.049469965
21/2/20,浙江,1205,694,1,2,47,0,510,0.003603604
22/2/20,浙江,1205,729,1,0,35,0,475,0
23/2/20,浙江,1205,765,1,0,36,0,439,0
24/2/20,浙江,1205,794,1,0,29,0,410,0
25/2/20,浙江,1205,814,1,0,20,0,390,0
26/2/20,浙江,1205,881,1,0,67,0,323,0
27/2/20,浙江,1205,943,1,0,62,0,261,0
21/1/20,重庆,6,0,0,0,0,0,6,0
22/1/20,重庆,9,0,0,3,0,0,9,0.5
23/1/20,重庆,27,0,0,18,0,0,27,2
24/1/20,重庆,57,0,0,30,0,0,57,1.111111111
25/1/20,重庆,75,0,0,18,0,0,75,0.315789474
26/1/20,重庆,110,0,0,35,0,0,110,0.466666667
27/1/20,重庆,132,0,0,22,0,0,132,0.2
28/1/20,重庆,147,0,0,15,0,0,147,0.113636364
29/1/20,重庆,182,2,0,35,2,0,180,0.238095238
30/1/20,重庆,211,2,0,29,0,0,209,0.161111111
31/1/20,重庆,247,3,1,36,1,1,243,0.172248804
1/2/20,重庆,275,8,1,28,5,0,266,0.115226337
2/2/20,重庆,312,8,2,37,0,1,302,0.139097744
3/2/20,重庆,337,9,2,25,1,0,326,0.082781457
4/2/20,重庆,366,14,2,29,5,0,350,0.088957055
5/2/20,重庆,389,15,2,23,1,0,372,0.065714286
6/2/20,重庆,415,31,2,26,16,0,382,0.069892473
7/2/20,重庆,426,31,2,11,0,0,393,0.028795812
8/2/20,重庆,446,39,2,20,8,0,405,0.050890585
9/2/20,重庆,466,64,2,20,25,0,400,0.049382716
10/2/20,重庆,489,72,2,23,8,0,415,0.0575
11/2/20,重庆,505,79,3,16,7,1,423,0.038554217
12/2/20,重庆,518,102,3,13,23,0,413,0.030732861
13/2/20,重庆,529,128,4,11,26,1,397,0.026634383
14/2/20,重庆,537,152,5,8,24,1,380,0.020151134
15/2/20,重庆,544,184,5,7,32,0,355,0.018421053
16/2/20,重庆,551,207,5,7,23,0,339,0.01971831
17/2/20,重庆,553,225,5,2,18,0,323,0.005899705
18/2/20,重庆,555,254,5,2,29,0,296,0.00619195
19/2/20,重庆,560,274,5,5,20,0,281,0.016891892
20/2/20,重庆,567,299,6,7,25,1,262,0.024911032
21/2/20,重庆,572,316,6,5,17,0,250,0.019083969
22/2/20,重庆,573,328,6,1,12,0,239,0.004
23/2/20,重庆,575,335,6,2,7,0,234,0.008368201
24/2/20,重庆,576,349,6,1,14,0,221,0.004273504
25/2/20,重庆,576,372,6,0,23,0,198,0
26/2/20,重庆,576,384,6,0,12,0,186,0
27/2/20,重庆,576,401,6,0,17,0,169,0
21/1/20,总计,544,0,17,0,0,0,527,0
22/1/20,总计,639,0,17,95,0,0,622,0.180265655
23/1/20,总计,881,35,26,242,35,9,820,0.389067524
24/1/20,总计,1377,38,41,496,3,15,1298,0.604878049
25/1/20,总计,2005,48,56,628,10,15,1901,0.483821263
26/1/20,总计,2857,54,82,852,6,26,2721,0.448185166
27/1/20,总计,4630,68,106,1773,14,24,4456,0.651598677
28/1/20,总计,6096,112,132,1466,44,26,5852,0.328994614
29/1/20,总计,8149,139,171,2053,27,39,7839,0.350820232
30/1/20,总计,9812,183,213,1663,44,42,9416,0.212144406
31/1/20,总计,11899,258,259,2087,75,46,11382,0.22164401
1/2/20,总计,14490,361,304,2591,103,45,13825,0.227640134
2/2/20,总计,17339,512,361,2849,151,57,16466,0.206075949
3/2/20,总计,20420,634,425,3081,122,64,19361,0.187112839
4/2/20,总计,24295,893,491,3875,259,66,22911,0.200144621
5/2/20,总计,28025,1139,564,3730,246,73,26322,0.162803893
6/2/20,总计,31249,1682,637,3224,543,73,28930,0.122483094
7/2/20,总计,34622,2067,723,3373,385,86,31832,0.116591773
8/2/20,总计,37251,2714,813,2629,647,90,33724,0.082589847
9/2/20,总计,40247,3430,909,2996,716,96,35908,0.088838809
10/2/20,总计,42744,4045,1017,2497,615,108,37682,0.069538821
11/2/20,总计,44736,4763,1114,1992,718,97,38859,0.052863436
12/2/20,总计,58839,5686,1259,14103,923,145,51894,0.362927507
13/2/20,总计,63935,6763,1381,5096,1077,122,55791,0.098200177
14/2/20,总计,66577,8132,1524,2642,1369,143,56921,0.047355308
15/2/20,总计,68584,9459,1666,2007,1327,142,57459,0.035259395
16/2/20,总计,70636,10888,1772,2052,1429,106,57976,0.035712421
17/2/20,总计,72528,12630,1870,1892,1742,98,58028,0.032634193
18/2/20,总计,74277,14451,2006,1749,1821,136,57820,0.030140622
19/2/20,总计,75101,16244,2121,824,1793,115,56736,0.014251124
20/2/20,总计,75993,18345,2239,892,2101,118,55409,0.01572194
21/2/20,总计,76392,20729,2348,399,2384,109,53315,0.007200996
22/2/20,总计,76846,22936,2445,454,2207,97,51465,0.008515427
23/2/20,总计,77262,24802,2595,416,1866,150,49865,0.008083163
24/2/20,总计,77779,27388,2666,517,2586,71,47725,0.010367994
25/2/20,总计,78190,29813,2718,411,2425,52,45659,0.008611839
26/2/20,总计,78630,32583,2747,440,2770,29,43300,0.009636654
27/2/20,总计,78959,36184,2791,329,3601,44,39984,0.007598152
